word,freq
plage,618842
plaindre,382813
plaire,680163
plaisir,1976581
plait,212050
plan,2372898287654
planifier,155284
plante,613669
planter,350199
planète,608166
plastique,182270
plat,278766
platement,3514
please,18404
plein,2867041
pleinement,291163
pleurer,454886
plier,181783
plonger,455443
pluie,507524
plupart,1704827
plus,50811408
plutôt,2613617
poids,957194
poindre,177740
point,5217278835956
pointer,266821
pointu,87881
poisson,577737
poker,695063
police,943582
policier,189036
poliment,23913
politique,15054303153709
politiquement,101142
polyvalent,85538
pompeusement,3879
ponctuel,87768
ponctuellement,23026
pop,90599
populaire,849270
populairement,2707
population,1677561
porno,213834
port,717884
portable,483778
porte,1890552207081
porter,3480949
poser,2740448
positif,726416
position,1567332
positionner,201048
positivement,52087
possibilité,1486052
possible,3330580
possiblement,20898
posséder,1444393
postal,174238
poste,952480
poster,615186
posteriori,24857
postérieurement,8535
posément,5480
potable,125282
potentiel,366540
potentiellement,105530
pourquoi,3453210
pourrir,163433
poursuivre,1156928
pourtant,2180948
pourvu,135510
pousser,1120620
pouvoir,278122438870704
poétique,140187
poétiquement,3571
pratique,1413934792212
pratiquement,344441
pratiquer,752199
premier,97445114957
premièrement,79368
prenant,105668
prendre,12416103
prescrire,203352
presque,1967966
presse,1089963
presser,292135
pression,828507
prestation,610973
prestement,12756
prestigieux,165620
presto,8000
preuve,1152572
prier,472673
primaire,307004
prime,87000
primitif,109109
primitivement,5908
primo,15940
primordial,150567
principal,2253777
principalement,573248
principe,1570390
priori,214212
prioritaire,128964
prioritairement,22401
prise,1372078
prison,554837
priver,974454
privilégier,410789
privé,631378
prix,3473383
probable,282391
probablement,929127
problème,3986970
problématique,86537
processus,1279614
prochain,2100164
prochainement,174659
proche,12148968758
proclamer,163023
procurer,364309
procéder,499423
procédure,837699
prodigieusement,5004
producteur,106838
productif,113841
production,1622031
produire,2098357
produit,3543817
professeur,918222
professionnel,7012791652317
professionnellement,23021
profit,643289
profiter,1707245
profond,834276
profondément,292962
programme,2949855
programmer,254231
progresser,356081
progressif,210148
progressivement,273880
projet,4393611
projeter,243355
prolonger,310130
promener,222422
prometteur,121384
promettre,605302
promotion,628060
promouvoir,409106
promptement,25707
prononcer,583729
propice,118129
proportionnellement,19796
propos,1291590
proposer,4152454
proposition,940161
propre,3169887
proprement,174712
propriétaire,694700217739
propriété,868861
prosaïquement,3893
protecteur,110713
protection,1143345
protéger,1187883
prou,12905
prouver,713740
provenir,547775
province,530430
provincial,161850
provisoire,173565
provisoirement,40174
provoquer,807070
proximité,548178
prudemment,26349
prudent,170693
près,2623348
préalable,170352
préalablement,93352
précaire,88362
précautionneusement,4304
précieusement,16928
précieux,488543
précipitamment,20051
précipiter,190315
précis,894955
préciser,1000383
précisément,433979
précoce,118961
précocement,9605
préconiser,155135
précédemment,183747
précédent,810380
précéder,292576
préférable,177023
préférablement,2663
préférentiellement,6023
préférer,1396415
préféré,127662
prématurément,22758
préoccuper,206696
préparation,665164
préparer,1451746
présence,1466090
présent,4819492358972
présentation,891886
présentement,78991
présenter,3519984
préserver,397621
président,2007479
présidentiel,396923
présider,175036
prétendre,480767
prétendument,19159
prévenir,563779
préventif,95187
préventivement,3803
prévoir,1907617
prévu,117667
prêt,1256792
prêter,441501
psychique,119932
psychologique,270475
psychologiquement,35048
public,13806241553831
publication,538677
publicitaire,221200
publicité,538745
publier,1438894
publique,1401439
publiquement,97217
pudiquement,6465
puis,5968765
puisqu,517017
puissamment,18123
puissance,1190009
puissant,831399
punir,158336
pur,720520
purement,197996
pâle,120093
père,2068530
pédagogique,357449
pédagogiquement,2360
pénal,200679
pénalement,6737
pénible,123851
péniblement,28474
pénétrer,323774
période,1855916
périodiquement,29764
pétrolier,136020
pêle-mêle,11735
qu,270790194436
qu'',1112039
qualifier,685725
qualitativement,8024
qualité,2818366
quand,1348810
quantitativement,7078
quantité,833726
quartier,993631
quasi,280632
quasiment,301989
quater,2469
quatrièmement,4943
que,1776838
quelconque,306176
quelqu,1400597
quelquefois,130589
question,5629665
quia,2963
quitter,1407560
quotidien,490007646263
quotidiennement,110378
québécois,192732
r,218344
racheter,165168
raciste,115560
raconter,961535
radical,198130
radicalement,74180
radio,180531
rageusement,4919
raide,89139
raison,3882241
raisonnable,286907
raisonnablement,42975
rajouter,369839
ralentir,204913
ramasser,194586
ramener,463727
rang,536583
ranger,283503
rapide,1217581
rapidement,1602774
rapidos,3068
rappeler,1838959
rapport,3504479
rapporter,677365
rapprocher,475663
rare,918177
rarement,359341
rassembler,497534
rassurant,87788
rassurer,450321
rater,305928
rationnel,105146
rationnellement,8394
rattacher,162646
rattraper,227129
ravir,302963
rebelle,92304
recette,609855
recevoir,2838451
recherche,3448337
rechercher,878913
recommander,629026
recommencer,260604
reconnaître,1957993
recourir,153771
recouvrer|recouvrir,146766
recouvrir,213905
recruter,261725
recueillir,366427
reculer,279782
reculons,9761
redonner,190136
redoutable,122542
redoutablement,3153
redresser,172682
refaire,447859
refermer,166456
refléter,242122
refuser,1157693
regard,1815743
regarder,3389791
regretter,415639
regrouper,454370
rejeter,413164
rejoindre,1188825
relancer,209985
relatif,819101
relation,1883556
relativement,449359
relax,3665
relaxe,2885
relever,1177551
relier,433405
religieusement,12349
religieux,720698
religion,754247
relire,180601
remarquable,342507
remarquablement,29913
remarquer,1122296
rembourser,254961
remercier,627420
remettre,1565062
remonter,697671
remplacer,910590
remplir,1071271
remporter,490636
rencontre,1712472
rencontrer,1870222
rendez-vous,669172
rendre,4963985
renforcer,776519
renoncer,271152
renouvelable,159015
renouveler,284534
renseignement,610375
renseigner,261487
rentable,151275
rentrer,1209097
renverser,167305
renvoyer,420691
repartir,444918
repas,724741
reporter,189209
reposer,719958
repousser,266926
reprendre,1918062
reprise,672056
reprocher,254177
reproduire,292060
représentant,623288
représentatif,139259
représentation,512938
représenter,1940247
repérer,279022
requérir,356931
respect,912089
respecter,1140396
respectif,216954
respectivement,195999
respectueusement,12466
respectueux,137082
respiratoire,112734
respirer,239940
responsabilité,998465
responsable,1536005
ressembler,759845
ressentir,692665
ressortir,186266
ressortir|ressortir,167513
ressource,1170851
restant,85528
restaurant,574197
restaurer,227836
reste,1267460
rester,6264527
restreindre,196918
retard,505848
retenir,948714
retirer,771887
retomber,149089
retour,1939674
retourner,1191262
retraite,631206
retrouver,3298530
revanche,553735
revendiquer,191741
revenir,2723168
revenu,807453
revoir,690149
revêtir,152112
riche,860665
richement,21567
richesse,524154
ridicule,187639
ridiculement,9191
rien,20634294487066
rigide,89057
rigoler,203495
rigoureusement,35646
rigoureux,138681
rire,782585
risque,1937166
risquer,1035442
rituellement,2576
robe,856612
robuste,100028
roi,1126015
romain,295508
roman,664850
romantique,160168
rompre,229030
rond,322043
rondement,7075
rose,337785
rouge,1326851
rouler,477217
route,1785394
routier,213360
royal,355970
royalement,23432
rude,114978
rudement,11825
rue,1677819
rural,327030
russe,349626
rythme,631615
règlement,570780
règle|règles,947234
réaction,761470
réagir,499469
réalisation,860360
réaliser,2789687
réaliste,194248
réalité,1503570
récemment,585408
récent,795549
réciproquement,26228
récit,514502
réclamer,401194
récolter,175599
récompenser,201043
récupérer,639412
récurrent,107595
rédiger,332217
réduction,597658
réduire,1466396
réel,1843567
réellement,765502
réflexion,812346
réfléchir,703982
réforme,623503
réfugier,289497
référence,927744
référer,178945
régime,1131696
région,2487866
régional,894403
régir,156004
réglementaire,151756
réglementairement,2389
régler,562199
régner,271280
régulier,491403
régulièrement,658140
réjouir,222160
rénover,146059
répandre,320515
réparer,230302
répartir,293540
répondre,2958504
réponse,2136066
républicain,184409
république,749697
réputer,179980
répéter,537492
réseau,1879610
réserve,554406
réserver,814176
résidentiel,96360
résider,325221
résistance,550122
résistant,104581
résister,431668
résolument,77128
résoudre,521134
résultat,2681289
résulter,328651
résumer,459738
rétablir,203180
rétroactivement,3653
rétrospectivement,7524
réunion,850946
réunir,847953
réussir,1570126
réussite,479192
réveiller,491435
révolution,627597
révolutionnaire,224334
révéler,987097
rêve,848304
rêver,565232
rôle,1819988
s,1528997141367
sac,845469
sacrifier,183494
sacré,348467
sacrément,24426
sage,218173
sagement,41661
sain,339281
sainement,12047
saint,643266
saisir,732858
saison,1581258
salaire,629683
salarial,107748
salarié,613616
sale,228572
salement,5658
salle,2029583
salon,680685
salope,106502
saluer,335304
salut,564662
samedi,1075222
sang,1130185
sanglant,85084
sanguin,149914
sanitaire,227888
santé,1961098
satisfaire,671928
satisfaisant,143966
sauf,106517
sauter,501646
sauvage,382324
sauvagement,35883
sauver,760085
sauvette,5399
savamment,22394
savant,105656
savoir,62193211830057
scandaleusement,4568
schématiquement,6523
sciemment,22662
science,958858
scientifique,1007545
scientifiquement,31084
scolaire,752629
scrupuleusement,23942
scène,1595236
sec,358196
secondaire,475649
secondairement,4866
secondement,2488
second|seconde,522590
secouer,210509
secret,493053405250
secrètement,34847
secteur,1603525
section,764939
secundo,6027
sein,1919639
semaine,3238362
semblable,361752
semblablement,3132
sembler,4130050
semer,147666
sensible,517251
sensiblement,100607
sensuellement,13942
sentiment,1051457
sentimentalement,3316
sentir,2701338
sen|sens,2648046
septembre,1406444
serein,97214
sereinement,35649
serrer,425892
serveur,671239
service,5216593
servir,2581166
seul,10278115958064
seulement,3287227
sexe,660204
sexuel,550225
sexuellement,36158
sexy,217844
si,4261795
sic,60993
signaler,523988
signe,1034316
signer,946468
significatif,345133
significativement,48736
signifier,964799
silence,619351
silencieusement,34839
silencieux,180487
similaire,366420
simple,2931015
simplement,2342232
simplifier,184869
simultanément,124599
sincère,177141
sincèrement,118973
singulier,133083
singulièrement,30930
site,7580459
situation,2798864
situer,1714378
sitôt,39090
siècle,1850796
siège,612704
sobre,92415
sobrement,10958
social,3359741
socialement,56447
socialiste,320954
sociologiquement,3114
société,3332829
soi-même,169628
soigner,358597
soigneusement,139214
soin,1457338
soir,2071191
soirée,1144055
soit,202350
sol,1313709
solaire,444645
soldat,566411
soleil,1109697
solennellement,21964
solidaire,170256
solide,490420
solidement,44484
solitaire,111055
solliciter,253912
solution,2084596
sombre,454258
sommairement,12869
somme,685900
sommer|être,2292370
sommet,487995
somptueusement,2957
son,1454668
songer,200900
sonner,286214
sonore,270257
sort,528916
sorte,1978247
sortie,1187488
sortir,3654922
sottement,2820
souci,742900
soucieux,114857
soudain,109785263973
soudainement,111490
souffler,239631
souffrir,862488
souhaitable,92603
souhaiter,2379771
soulager,219611
soulever,362823
souligner,885414
soumettre,861730
soupirer,192563
souple,184737
souplement,4259
source,1706749
sourd,112833
sourdement,2991
souriant,85972
sourire,997704822376
sournoisement,8653
sous-main,2350
soutenir,1350786
souterrain,112953
soutien,1012227
souvenir,781747767494
souvent,4120659
souverain,113168
souverainement,8182
soviétique,130023
spatial,167980
spectacle,860861
spectaculaire,178842
spirituel,468249
spirituellement,21905
splendide,107567
spontané,100656
spontanément,67813
sporadiquement,4128
sport,924184
sportif,630818
sportivement,8996
spécial,1015233
spécialement,304882
spécialiser,725180
spécialiste,639807
spécifique,824222
spécifiquement,118445
stable,240353
stade,595326
stage,558626
standard,208465
station,566412
statistique,123295
statistiquement,22675
statut,674570
stimuler,210116
stocker,198525
stopper,165284
stratégie,996615
stratégique,378414
stratégiquement,11004
strict,201161
strictement,155690
structure,1128723
structurel,90069
structurellement,8673
structurer,158380
stupide,180928
stupidement,8869
style,1267861
subir,738943
subit,114020
subitement,64295
subjectif,90913
subjectivement,4142
sublime,120053
subrepticement,7371
substantiellement,10288
subséquemment,3264
subtil,162362
subtilement,22812
successif,145055
successivement,77271
succinctement,6699
succès,1222863
succéder,217082
sucer,282160
sud,524900153070
suffire,1357365
suffisamment,432272
suffisant,390038
suggérer,380035
suisse,257841
suite,3799871
suivant,1255510
suivre,4214786
suivre|être,8609860
sujet,2782101446978
super,1053900
superbe,544482
superbement,28239
superficiellement,6090
supplémentaire,889773
support,658933
supporter,565798
supposer,664229
supprimer,556652
supra,6946
suprême,169419
supérieur,1214051
sur-le-champ,13334
surface,887694
surgir,152264
surmonter,176038
surprenant,202651
surprendre,843206
surprise,550018
surtout,3859894
surveiller,337574
survenir,289135
survivre,333068
sus,51296
susceptible,431260
susciter,373115
suspect,95841
suspendre,260677
symbolique,184855
symboliquement,25256
sympa,481730
sympathique,276162
symétriquement,4136
syndical,270464
synonyme,92656
synthétique,96195
système,3743569
systématique,148268
systématiquement,176205
sèche,161080
sèchement,15498
séance,721594
sécher,162838
sécuriser,247261
sécuritaire,119362
sécurité,1965731
séduire,265057
séjour,631878
sélection,591946
sélectionner,587193
sélectivement,3288
sénégalais,84819
séparer,696757
séparément,62178
série,1584490
sérieusement,282140
sérieux,617977
sévère,206062
sévèrement,48794
sûr,2171838
sûrement,429064
sœur,924705
t,658892
table,1280192
tableau,886786
tacitement,6046
tactile,91375
tactique,92684
tactiquement,5415
taille,1210568
tailler,189970
taire,444459
talent,597795
tant,3670410
tantôt,162789
taper,412908
tard,1797604
tarder,259009
tardif,111802
tardivement,37201
tarif,508696
tau|taux,1247310
technique,9084181605650
techniquement,77578
technologie,1077852
technologique,300892
technologiquement,7494
tellement,1291010
temporaire,206691
temporairement,56866
temporel,93713
temps,10851597
température,605074
tendance,1101046
tendre,705724241307
tendrement,51838
tenir,4304173
tenter,1666137
ter,19106
terme,2525820
terminal,96106
terminer,1362419
terrain,1379426
terre,2355647
terrestre,220982
terrible,395012
terriblement,99891
territoire,1082625
territorial,274294
territorialement,3455
terroriste,120504
tertio,3204
test,906903
tester,586722
texte,2191796
texto,16553
textuellement,5368
the,135146086767
thermique,182401
thermiquement,2411
thème,1080858
thématique,118355
théorie,574338
théorique,212559
théoriquement,46013
thérapeutique,167145
théâtre,539602
timide,144594
timidement,31794
tirer,1553502
titre,2476238
titulaire,152408
to,529831
tomber,2033505
ton,507197
total,1089175
totalement,970120
toucher,1435748
toujours,7958198
tour,2431289
touristique,287163
tournemain,2428
tourner,1759931
tout,138285314858785
toute,99832
toutefois,1153741
toxique,122890
trace,489856
tracer,185493
tradition,629229
traditionnel,874711
traditionnellement,78228
traduire,610987
tragique,132146
tragiquement,8753
trahir,169124
train,1309928
traitement,1684874
traiter,1246323
trancher,171995
tranquille,304855
tranquillement,219696
transfert,514830
transformer,922463
transférer,237289
transmettre,641430
transparent,186790
transport,954375
transporter,340628
transversalement,2756
travail,6286630
travailler,2830818
travailleur,576392
travers,1973848
traverser,689529
traîner,180326
tre,265369
trembler,162993
tres,533916
trimestriellement,2395
triomphalement,4955
triple,113441
triplement,3018
triste,455991
tristement,34072
troisièmement,19739
tromper,517402
trop,5942528
tropical,111786
trou,505140
troubler,148696
troupe,480790
trouver,10287639
truc,1041599
très,14230017
trés,223992
tue-tête,6464
tuer,1244666
tunisien,148587
type,2979176
typer,153637
typique,202569
typiquement,104875
tâche,706213
tâtons,6113
télécharger,243352
téléphone,890207
téléphonique,220837
télévision,562834
témoignage,503362
témoigner,421601
tête,3279699
tête-à-tête,3727
tôt,712236
ultime,235794
ultimement,6266
ultra,115787
ultérieur,99103
ultérieurement,57746
un,4465174
unanimement,24653
uniformément,16780
unilatéralement,13856
union,921643
unique,1382947
uniquement,817131
unir,396271
unité,998565
univers,713079
universel,350954
universellement,16831
universitaire,356626
université,1061513
urbain,486017
urgemment,2887
urgence,528787
urgent,164181
usage,974356
user,351864
usuellement,3128
utile,973439
utilement,19799
utilisable,85834
utilisateur,834996196792
utilisation,1647348
utiliser,6361611
va-vite,7988
vacance,1046232
vachement,58725
vague,133931
vaguement,62362
vaillamment,8859
vain,214172
vaincre,244103
vainement,28756
valable,233037
valablement,11174
valeur,2424484
valide,95128
valider,302075
valoir,1301056
valoriser,168551
variable,338893
varier,545735
varié,195474
vaste,494974
veiller,397984
vendre,1379422
vendredi,918882
venir,9000112
vent,841617
vente,1611659
verbal,110580
verbalement,16338
verre,714931
versa,27610
verser,505215
version,1632285
vert,951838
vertement,6701
vertical,146786
verticalement,21431
vice,66168
vice-versa,19839
victime,1015334
victoire,927626
victorieusement,6143
vide,452940
video,105763
vider,243980
vidéo,1014321690990
vie,7524102
vierge,121915
vieux,1343134
vif,598317
vigoureusement,31672
village,1320199
ville,3681787
vin,720526
violemment,98153
violence,793487
violent,420008
violer,154282
virer,199430
virtuel,414558
virtuellement,23256
vis-à-vis,205385
visage,1320101
viscéralement,4000
viser,1195652
visible,450126
visiblement,239875
vision,840658
visite,1260304
visiter,795973
visiteur,661528
visuel,283870
visuellement,32594
vital,236170
vite,1929274
vitesse,947945
vivant,358458
vivement,244483
vivo,13451
vivre,4030791
vocal,129197
vocalement,4807
voici,1264081
voie,1370783
voiler,664449
voilà,1588462
voir,15856147
voire,843519
voisin,272245
voiture,1610966
voix,1612178
vol,685464
voler,565692
volontaire,256016
volontairement,135737
volontiers,137648
volonté,1045824
volume,623522
voracement,2559
vote,595944
voter,667204
vouloir,10727162
voyage,1471017
voyager,347147
vrac,5044
vrai,3519980
vraiment,4914118
vraisemblablement,100358
vue,2342424
vulgairement,6637
vulnérable,108354
végétal,183089
véhicule,902948
vérifier,836828
véritable,1397972
véritablement,219487
vérité,994970
vêtement,627954
web,1650420
x,520213353089
xD,117511
ya,938371
zone,1755209
État,659189
âge,1350981
âgé,564223
âme,982680
âprement,6435
çà,224880
ème,1003583637066
ère,487000
é,233359
écarter,339496
échange,928132
échanger,453619
échapper,653566
échelle,529081
échouer,210865
éclairer,400561
éclater,328057
école,2214227
écologique,296487
écologiquement,9799
économie,1184823
économique,1864612
économiquement,49188
économiser,190761
écouler,197441
écouter,1066949
écran,931593
écraser,257019
écrire,3152167
écriture,630828
éditer,231474
édition,1032253
éducatif,259502
éducation,871438
égal,428710
également,5327853
égard,754469
église,759683
égoïstement,4264
égyptien,134754
élaborer,424535
élargir,265575
élection,935987
électoral,389997
électoralement,2792
électrique,692268
électriquement,7056
électronique,530932
électroniquement,7930
élever,1593514
éliminer,429293
élire,487608
éloigner,548263
élève,1505353
élégamment,10247
élégant,206577
élément,1870244
élémentaire,146524
émergent,104525
émerger,158686
émettre,382329
éminemment,25686
émission,778201
émotion,558397
émotionnel,119483
énergie,1586938
énergiquement,19922
énergétique,309468
énergétiquement,3304
énerver,228519
énorme,770886
énormément,285230
épais,217744
épargner,173697
éperdument,14600
épisode,565969
épisodiquement,4121
époque,1615420
épouser,193434
épreuve,617400
éprouver,352114
épuiser,199520
équilibrer,233977
équipe,3105883
équipement,712499
équiper,559192
équitable,149493
équitablement,15005
équivalent,169264
établir,1382066
établissement,1194392
étaler,183727
étape,1071063
état,2424670
éteindre,251495
étendre,688288
éternel,259239
éternellement,49689
éthique,120292
étoile,495193
étonnamment,41566
étonnant,346317
étonner,490518
étrange,518043
étrangement,86131
étranger,1302182
étroit,305422
étroitement,86774
étude,2571258
étudiant,970277186024
étudier,821708
étymologiquement,4392
été,1024612
évaluation,729317
évaluer,552985
éveiller,171636
éventuel,413888
éventuellement,457532
évidemment,764005
évident,618577
éviter,1783139
évoluer,718922
évolution,1054639
évoquer,805058
événement,1600250
être,906157233775372
île,837656
œil,3715084
œuvre,2278057
œuvrer,177970
